support_success,pattern,support_failure,ratio
16.0,"[70, 28, 14]",12.0,1.3076923076923077
16.0,"[12, 0, 5]",12.0,1.3076923076923077
16.0,"[34, 32, 60]",12.0,1.3076923076923077
33.0,"[69, 56, 6]",25.0,1.3076923076923077
16.0,"[6, 28, 50]",12.0,1.3076923076923077
16.0,"[6, 28, 32]",12.0,1.3076923076923077
16.0,"[10, 35, 13]",12.0,1.3076923076923077
16.0,"[10, 33, 58]",12.0,1.3076923076923077
16.0,"[43, 53, 9]",12.0,1.3076923076923077
16.0,"[57, 28, 49]",12.0,1.3076923076923077
16.0,"[43, 6, 26]",12.0,1.3076923076923077
16.0,"[57, 58, 34]",12.0,1.3076923076923077
16.0,"[69, 36, 0]",12.0,1.3076923076923077
16.0,"[7, 49, 17]",12.0,1.3076923076923077
16.0,"[14, 35, 53]",12.0,1.3076923076923077
16.0,"[17, 54, 12]",12.0,1.3076923076923077
33.0,"[70, 25, 20]",25.0,1.3076923076923077
16.0,"[50, 28, 54]",12.0,1.3076923076923077
16.0,"[70, 25, 1]",12.0,1.3076923076923077
16.0,"[36, 0]",12.0,1.3076923076923077
16.0,"[57, 28, 28]",12.0,1.3076923076923077
16.0,"[32, 59, 49]",12.0,1.3076923076923077
16.0,"[16, 10, 26]",12.0,1.3076923076923077
16.0,"[57, 69, 48]",12.0,1.3076923076923077
16.0,"[6, 58, 60]",12.0,1.3076923076923077
16.0,"[58, 70, 53]",12.0,1.3076923076923077
16.0,"[70, 1, 6]",12.0,1.3076923076923077
16.0,"[57, 20, 70]",12.0,1.3076923076923077
16.0,"[35, 33, 4]",12.0,1.3076923076923077
16.0,"[31, 48, 28]",12.0,1.3076923076923077
16.0,"[6, 17, 32]",12.0,1.3076923076923077
16.0,"[13, 10, 7]",12.0,1.3076923076923077
16.0,"[32, 0, 5]",12.0,1.3076923076923077
16.0,"[58, 34, 26]",12.0,1.3076923076923077
16.0,"[35, 33, 34]",12.0,1.3076923076923077
16.0,"[17, 33, 58]",12.0,1.3076923076923077
16.0,"[70, 11, 28]",12.0,1.3076923076923077
16.0,"[32, 26, 33]",12.0,1.3076923076923077
16.0,"[17, 27, 42]",12.0,1.3076923076923077
16.0,"[34, 25, 36]",12.0,1.3076923076923077
16.0,"[51, 14, 1]",12.0,1.3076923076923077
16.0,"[7, 49, 55]",12.0,1.3076923076923077
16.0,"[48, 26, 54]",12.0,1.3076923076923077
16.0,"[13, 25, 1]",12.0,1.3076923076923077
16.0,"[49, 12]",12.0,1.3076923076923077
16.0,"[48, 32, 35]",12.0,1.3076923076923077
16.0,"[32, 21]",12.0,1.3076923076923077
16.0,"[58, 28, 42]",12.0,1.3076923076923077
16.0,"[48, 6, 12]",12.0,1.3076923076923077
16.0,"[43, 34, 13]",12.0,1.3076923076923077
16.0,"[48, 58, 55]",12.0,1.3076923076923077
16.0,"[49, 49, 6]",12.0,1.3076923076923077
16.0,"[14, 17, 57]",12.0,1.3076923076923077
16.0,"[10, 18, 25]",12.0,1.3076923076923077
16.0,"[33, 6, 32]",12.0,1.3076923076923077
16.0,"[14, 56, 10]",12.0,1.3076923076923077
16.0,"[13, 37, 36]",12.0,1.3076923076923077
16.0,"[13, 0, 59]",12.0,1.3076923076923077
16.0,"[16, 0, 8]",12.0,1.3076923076923077
16.0,"[70, 36, 0]",12.0,1.3076923076923077
16.0,"[34, 50, 56]",12.0,1.3076923076923077
16.0,"[51, 32, 21]",12.0,1.3076923076923077
16.0,"[32, 55, 6]",12.0,1.3076923076923077
16.0,"[16, 18, 9]",12.0,1.3076923076923077
16.0,"[70, 57, 0]",12.0,1.3076923076923077
16.0,"[17, 27, 32]",12.0,1.3076923076923077
16.0,"[48, 58, 28]",12.0,1.3076923076923077
16.0,"[58, 58, 37]",12.0,1.3076923076923077
16.0,"[43, 51, 31]",12.0,1.3076923076923077
16.0,"[37, 70, 37]",12.0,1.3076923076923077
33.0,"[28, 25, 37]",25.0,1.3076923076923077
16.0,"[0, 6, 5]",12.0,1.3076923076923077
33.0,"[53, 56, 25]",25.0,1.3076923076923077
16.0,"[20, 29, 12]",12.0,1.3076923076923077
33.0,"[12, 54, 28]",25.0,1.3076923076923077
16.0,"[51, 5, 70]",12.0,1.3076923076923077
16.0,"[13, 51, 1]",12.0,1.3076923076923077
16.0,"[26, 10, 29]",12.0,1.3076923076923077
16.0,"[18, 4, 5]",12.0,1.3076923076923077
16.0,"[0, 5]",12.0,1.3076923076923077
16.0,"[29, 25, 53]",12.0,1.3076923076923077
16.0,"[29, 25, 58]",12.0,1.3076923076923077
16.0,"[56, 50, 48]",12.0,1.3076923076923077
33.0,"[53, 48, 25]",25.0,1.3076923076923077
16.0,"[42, 0, 5]",12.0,1.3076923076923077
16.0,"[20, 17, 12]",12.0,1.3076923076923077
16.0,"[26, 10, 69]",12.0,1.3076923076923077
16.0,"[9, 11, 54]",12.0,1.3076923076923077
16.0,"[53, 35, 18]",12.0,1.3076923076923077
16.0,"[29, 33, 56]",12.0,1.3076923076923077
16.0,"[18, 48, 56]",12.0,1.3076923076923077
33.0,"[12, 43, 0]",25.0,1.3076923076923077
16.0,"[29, 33, 60]",12.0,1.3076923076923077
33.0,"[13, 51, 28]",25.0,1.3076923076923077
16.0,"[54, 34, 20]",12.0,1.3076923076923077
16.0,"[53, 34, 14]",12.0,1.3076923076923077
16.0,"[13, 69, 11]",12.0,1.3076923076923077
16.0,"[25, 27, 32]",12.0,1.3076923076923077
33.0,"[51, 53, 18]",25.0,1.3076923076923077
16.0,"[20, 33, 4]",12.0,1.3076923076923077
16.0,"[54, 0, 32]",12.0,1.3076923076923077
33.0,"[42, 54, 28]",25.0,1.3076923076923077
16.0,"[25, 28, 50]",12.0,1.3076923076923077
16.0,"[8, 8, 35]",12.0,1.3076923076923077
33.0,"[42, 13, 51]",25.0,1.3076923076923077
16.0,"[27, 25, 58]",12.0,1.3076923076923077
16.0,"[51, 49, 12]",12.0,1.3076923076923077
16.0,"[9, 56, 37]",12.0,1.3076923076923077
16.0,"[12, 36, 0]",12.0,1.3076923076923077
33.0,"[42, 56, 6]",25.0,1.3076923076923077
33.0,"[53, 33, 27]",25.0,1.3076923076923077
16.0,"[69, 28, 14]",12.0,1.3076923076923077
16.0,"[69, 0, 5]",12.0,1.3076923076923077
16.0,"[53, 49, 12]",12.0,1.3076923076923077
33.0,"[53, 70, 58]",25.0,1.3076923076923077
16.0,"[8, 21]",12.0,1.3076923076923077
16.0,"[56, 10, 49]",12.0,1.3076923076923077
16.0,"[25, 34, 37]",12.0,1.3076923076923077
16.0,"[53, 69, 1]",12.0,1.3076923076923077
33.0,"[42, 14, 56]",25.0,1.3076923076923077
16.0,"[18, 5, 70]",12.0,1.3076923076923077
16.0,"[26, 50, 18]",12.0,1.3076923076923077
33.0,"[51, 56, 34]",25.0,1.3076923076923077
16.0,"[26, 48, 48]",12.0,1.3076923076923077
16.0,"[9, 33, 37]",12.0,1.3076923076923077
33.0,"[25, 54, 54]",25.0,1.3076923076923077
16.0,"[9, 35, 37]",12.0,1.3076923076923077
16.0,"[56, 35, 13]",12.0,1.3076923076923077
16.0,"[53, 37, 36]",12.0,1.3076923076923077
16.0,"[18, 6, 5]",12.0,1.3076923076923077
16.0,"[53, 58, 12]",12.0,1.3076923076923077
16.0,"[69, 18, 21]",12.0,1.3076923076923077
16.0,"[51, 53, 57]",12.0,1.3076923076923077
16.0,"[12, 51, 5]",12.0,1.3076923076923077
16.0,"[29, 7, 60]",12.0,1.3076923076923077
16.0,"[14, 70, 57]",12.0,1.3076923076923077
16.0,"[51, 51, 7]",12.0,1.3076923076923077
16.0,"[4, 33, 37]",12.0,1.3076923076923077
33.0,"[69, 25, 20]",25.0,1.3076923076923077
16.0,"[69, 18, 5]",12.0,1.3076923076923077
16.0,"[69, 25, 1]",12.0,1.3076923076923077
16.0,"[25, 56, 35]",12.0,1.3076923076923077
16.0,"[4, 56, 34]",12.0,1.3076923076923077
16.0,"[56, 32, 69]",12.0,1.3076923076923077
16.0,"[26, 50, 8]",12.0,1.3076923076923077
33.0,"[29, 35, 28]",25.0,1.3076923076923077
16.0,"[51, 6, 5]",12.0,1.3076923076923077
16.0,"[18, 50, 49]",12.0,1.3076923076923077
16.0,"[25, 36, 29]",12.0,1.3076923076923077
16.0,"[12, 49, 12]",12.0,1.3076923076923077
16.0,"[56, 27, 4]",12.0,1.3076923076923077
16.0,"[0, 25, 53]",12.0,1.3076923076923077
16.0,"[51, 5]",12.0,1.3076923076923077
16.0,"[4, 0, 54]",12.0,1.3076923076923077
16.0,"[56, 48, 32]",12.0,1.3076923076923077
16.0,"[51, 59, 49]",12.0,1.3076923076923077
16.0,"[26, 54, 54]",12.0,1.3076923076923077
16.0,"[42, 8, 21]",12.0,1.3076923076923077
16.0,"[20, 0, 20]",12.0,1.3076923076923077
16.0,"[56, 28, 35]",12.0,1.3076923076923077
33.0,"[56, 28, 48]",25.0,1.3076923076923077
16.0,"[26, 70, 32]",12.0,1.3076923076923077
33.0,"[8, 10, 35]",25.0,1.3076923076923077
33.0,"[12, 53, 58]",25.0,1.3076923076923077
16.0,"[25, 49, 25]",12.0,1.3076923076923077
16.0,"[29, 48, 56]",12.0,1.3076923076923077
16.0,"[42, 51, 5]",12.0,1.3076923076923077
16.0,"[8, 28, 13]",12.0,1.3076923076923077
16.0,"[18, 37, 20]",12.0,1.3076923076923077
16.0,"[54, 29, 12]",12.0,1.3076923076923077
16.0,"[54, 28, 4]",12.0,1.3076923076923077
16.0,"[18, 21]",12.0,1.3076923076923077
16.0,"[54, 28, 35]",12.0,1.3076923076923077
33.0,"[43, 0, 70]",25.0,1.3076923076923077
16.0,"[27, 59, 49]",12.0,1.3076923076923077
16.0,"[53, 13, 12]",12.0,1.3076923076923077
33.0,"[42, 43, 0]",25.0,1.3076923076923077
33.0,"[8, 35, 58]",25.0,1.3076923076923077
16.0,"[42, 28, 14]",12.0,1.3076923076923077
16.0,"[28, 37, 42]",12.0,1.3076923076923077
16.0,"[10, 0, 12]",12.0,1.3076923076923077
16.0,"[54, 27, 20]",12.0,1.3076923076923077
16.0,"[53, 25, 1]",12.0,1.3076923076923077
16.0,"[20, 37, 58]",12.0,1.3076923076923077
16.0,"[13, 6, 59]",12.0,1.3076923076923077
16.0,"[68, 37, 6]",12.0,1.3076923076923077
16.0,"[54, 26, 32]",12.0,1.3076923076923077
16.0,"[8, 33, 56]",12.0,1.3076923076923077
16.0,"[53, 25, 36]",12.0,1.3076923076923077
33.0,"[42, 25, 20]",25.0,1.3076923076923077
16.0,"[51, 70, 16]",12.0,1.3076923076923077
33.0,"[54, 28]",25.0,1.3076923076923077
33.0,"[12, 25, 20]",25.0,1.3076923076923077
16.0,"[51, 4, 5]",12.0,1.3076923076923077
16.0,"[8, 4, 12]",12.0,1.3076923076923077
16.0,"[28, 10, 32]",12.0,1.3076923076923077
16.0,"[8, 54, 56]",12.0,1.3076923076923077
16.0,"[42, 36, 0]",12.0,1.3076923076923077
16.0,"[0, 34, 58]",12.0,1.3076923076923077
16.0,"[37, 55, 0]",12.0,1.3076923076923077
16.0,"[3, 7, 10]",12.0,1.3076923076923077
16.0,"[68, 26, 50]",12.0,1.3076923076923077
16.0,"[20, 54, 18]",12.0,1.3076923076923077
16.0,"[54, 37, 20]",12.0,1.3076923076923077
16.0,"[28, 0, 18]",12.0,1.3076923076923077
16.0,"[13, 59, 28]",12.0,1.3076923076923077
16.0,"[42, 33, 14]",12.0,1.3076923076923077
16.0,"[68, 25, 20]",12.0,1.3076923076923077
16.0,"[42, 32, 5]",12.0,1.3076923076923077
33.0,"[42, 32, 37]",25.0,1.3076923076923077
16.0,"[42, 32, 21]",12.0,1.3076923076923077
16.0,"[68, 20, 6]",12.0,1.3076923076923077
16.0,"[0, 37, 20]",12.0,1.3076923076923077
16.0,"[20, 50, 56]",12.0,1.3076923076923077
16.0,"[53, 17, 59]",12.0,1.3076923076923077
16.0,"[0, 4, 5]",12.0,1.3076923076923077
16.0,"[42, 25, 1]",12.0,1.3076923076923077
16.0,"[56, 58, 42]",12.0,1.3076923076923077
16.0,"[28, 49, 25]",12.0,1.3076923076923077
16.0,"[27, 37, 20]",12.0,1.3076923076923077
16.0,"[12, 3, 1]",12.0,1.3076923076923077
16.0,"[12, 18, 5]",12.0,1.3076923076923077
16.0,"[68, 54, 37]",12.0,1.3076923076923077
16.0,"[28, 6, 32]",12.0,1.3076923076923077
16.0,"[68, 56, 6]",12.0,1.3076923076923077
16.0,"[53, 50, 56]",12.0,1.3076923076923077
33.0,"[53, 28, 27]",25.0,1.3076923076923077
16.0,"[18, 33, 56]",12.0,1.3076923076923077
16.0,"[18, 34, 12]",12.0,1.3076923076923077
16.0,"[53, 54, 36]",12.0,1.3076923076923077
33.0,"[28, 54, 6]",25.0,1.3076923076923077
16.0,"[51, 8, 21]",12.0,1.3076923076923077
16.0,"[12, 16, 43]",12.0,1.3076923076923077
16.0,"[18, 35, 10]",12.0,1.3076923076923077
33.0,"[25, 20]",25.0,1.3076923076923077
16.0,"[54, 17, 12]",12.0,1.3076923076923077
16.0,"[56, 56, 20]",12.0,1.3076923076923077
16.0,"[54, 8, 20]",12.0,1.3076923076923077
16.0,"[25, 26, 18]",12.0,1.3076923076923077
16.0,"[54, 10, 6]",12.0,1.3076923076923077
33.0,"[53, 27, 56]",25.0,1.3076923076923077
16.0,"[27, 4, 12]",12.0,1.3076923076923077
16.0,"[54, 25, 18]",12.0,1.3076923076923077
16.0,"[53, 0, 59]",12.0,1.3076923076923077
16.0,"[68, 48, 20]",12.0,1.3076923076923077
16.0,"[54, 56, 6]",12.0,1.3076923076923077
33.0,"[53, 10, 33]",25.0,1.3076923076923077
16.0,"[54, 6, 10]",12.0,1.3076923076923077
33.0,"[53, 10, 29]",25.0,1.3076923076923077
16.0,"[68, 10, 58]",12.0,1.3076923076923077
16.0,"[0, 5, 70]",12.0,1.3076923076923077
16.0,"[42, 18, 21]",12.0,1.3076923076923077
16.0,"[37, 60, 20]",12.0,1.3076923076923077
16.0,"[28, 51, 29]",12.0,1.3076923076923077
16.0,"[18, 5]",12.0,1.3076923076923077
16.0,"[0, 55, 6]",12.0,1.3076923076923077
16.0,"[8, 3, 1]",12.0,1.3076923076923077
16.0,"[25, 18, 32]",12.0,1.3076923076923077
33.0,"[28, 54, 48]",25.0,1.3076923076923077
16.0,"[42, 49, 12]",12.0,1.3076923076923077
33.0,"[53, 0, 4]",25.0,1.3076923076923077
16.0,"[25, 1]",12.0,1.3076923076923077
46.0,"[13, 53, 70]",35.0,1.3055555555555556
46.0,"[12, 69, 28]",35.0,1.3055555555555556
46.0,"[42, 34, 70]",35.0,1.3055555555555556
46.0,"[69, 10, 70]",35.0,1.3055555555555556
46.0,"[10, 70]",35.0,1.3055555555555556
46.0,"[53, 70, 70]",35.0,1.3055555555555556
46.0,"[42, 34, 28]",35.0,1.3055555555555556
46.0,"[69, 42, 34]",35.0,1.3055555555555556
46.0,"[42, 69, 28]",35.0,1.3055555555555556
46.0,"[8, 29]",35.0,1.3055555555555556
46.0,"[42, 34]",35.0,1.3055555555555556
46.0,"[69, 8, 29]",35.0,1.3055555555555556
46.0,"[51, 28, 70]",35.0,1.3055555555555556
46.0,"[42, 70, 34]",35.0,1.3055555555555556
29.0,"[29, 10, 58]",22.0,1.3043478260869565
29.0,"[25, 0, 6]",22.0,1.3043478260869565
29.0,"[25, 0, 48]",22.0,1.3043478260869565
29.0,"[51, 60, 17]",22.0,1.3043478260869565
29.0,"[43, 69, 28]",22.0,1.3043478260869565
29.0,"[51, 16, 70]",22.0,1.3043478260869565
29.0,"[56, 58, 48]",22.0,1.3043478260869565
29.0,"[8, 10, 58]",22.0,1.3043478260869565
29.0,"[16, 70, 18]",22.0,1.3043478260869565
29.0,"[42, 28, 42]",22.0,1.3043478260869565
29.0,"[16, 34, 48]",22.0,1.3043478260869565
29.0,"[28, 50]",22.0,1.3043478260869565
29.0,"[42, 28, 50]",22.0,1.3043478260869565
29.0,"[12, 60, 17]",22.0,1.3043478260869565
29.0,"[54, 28, 29]",22.0,1.3043478260869565
29.0,"[12, 28, 42]",22.0,1.3043478260869565
29.0,"[48, 70, 37]",22.0,1.3043478260869565
29.0,"[13, 13, 28]",22.0,1.3043478260869565
29.0,"[43, 34, 54]",22.0,1.3043478260869565
29.0,"[43, 8, 0]",22.0,1.3043478260869565
29.0,"[70, 20, 33]",22.0,1.3043478260869565
29.0,"[13, 35, 6]",22.0,1.3043478260869565
29.0,"[53, 69, 58]",22.0,1.3043478260869565
29.0,"[28, 69, 42]",22.0,1.3043478260869565
29.0,"[69, 28, 50]",22.0,1.3043478260869565
29.0,"[25, 28, 25]",22.0,1.3043478260869565
29.0,"[42, 13, 50]",22.0,1.3043478260869565
29.0,"[69, 28, 42]",22.0,1.3043478260869565
29.0,"[42, 53, 12]",22.0,1.3043478260869565
29.0,"[0, 56, 58]",22.0,1.3043478260869565
29.0,"[48, 25, 54]",22.0,1.3043478260869565
29.0,"[12, 12, 10]",22.0,1.3043478260869565
29.0,"[69, 60, 17]",22.0,1.3043478260869565
29.0,"[48, 27, 70]",22.0,1.3043478260869565
29.0,"[12, 16, 54]",22.0,1.3043478260869565
29.0,"[54, 17, 6]",22.0,1.3043478260869565
29.0,"[53, 28, 32]",22.0,1.3043478260869565
29.0,"[12, 16, 69]",22.0,1.3043478260869565
29.0,"[20, 33]",22.0,1.3043478260869565
29.0,"[42, 60, 17]",22.0,1.3043478260869565
29.0,"[14, 69, 56]",22.0,1.3043478260869565
29.0,"[43, 13, 53]",22.0,1.3043478260869565
29.0,"[25, 54, 48]",22.0,1.3043478260869565
29.0,"[12, 69, 43]",22.0,1.3043478260869565
29.0,"[16, 33, 48]",22.0,1.3043478260869565
29.0,"[28, 0, 6]",22.0,1.3043478260869565
29.0,"[70, 28, 50]",22.0,1.3043478260869565
29.0,"[70, 60, 17]",22.0,1.3043478260869565
29.0,"[12, 53, 12]",22.0,1.3043478260869565
29.0,"[33, 0, 6]",22.0,1.3043478260869565
29.0,"[60, 17]",22.0,1.3043478260869565
29.0,"[34, 54, 20]",22.0,1.3043478260869565
29.0,"[69, 20, 33]",22.0,1.3043478260869565
42.0,"[51, 56, 70]",32.0,1.303030303030303
42.0,"[53, 70, 29]",32.0,1.303030303030303
42.0,"[12, 0, 28]",32.0,1.303030303030303
42.0,"[42, 17, 28]",32.0,1.303030303030303
42.0,"[10, 56]",32.0,1.303030303030303
42.0,"[53, 34, 25]",32.0,1.303030303030303
42.0,"[13, 18, 70]",32.0,1.303030303030303
42.0,"[10, 56, 70]",32.0,1.303030303030303
42.0,"[12, 56, 70]",32.0,1.303030303030303
42.0,"[13, 33, 25]",32.0,1.303030303030303
42.0,"[13, 28, 54]",32.0,1.303030303030303
42.0,"[53, 27, 70]",32.0,1.303030303030303
42.0,"[53, 34, 48]",32.0,1.303030303030303
42.0,"[13, 32, 8]",32.0,1.303030303030303
42.0,"[69, 10, 56]",32.0,1.303030303030303
42.0,"[8, 28, 70]",32.0,1.303030303030303
42.0,"[18, 70, 28]",32.0,1.303030303030303
42.0,"[69, 69, 56]",32.0,1.303030303030303
42.0,"[13, 69, 0]",32.0,1.303030303030303
42.0,"[42, 53, 48]",32.0,1.303030303030303
42.0,"[51, 53]",32.0,1.303030303030303
42.0,"[13, 8, 17]",32.0,1.303030303030303
42.0,"[13, 53, 8]",32.0,1.303030303030303
42.0,"[53, 8, 70]",32.0,1.303030303030303
42.0,"[42, 18, 28]",32.0,1.303030303030303
42.0,"[13, 33, 28]",32.0,1.303030303030303
42.0,"[42, 69, 18]",32.0,1.303030303030303
42.0,"[42, 69, 10]",32.0,1.303030303030303
42.0,"[56, 70, 70]",32.0,1.303030303030303
42.0,"[69, 51, 53]",32.0,1.303030303030303
42.0,"[53, 70, 6]",32.0,1.303030303030303
25.0,"[43, 56, 48]",19.0,1.3
25.0,"[33, 37, 28]",19.0,1.3
38.0,"[53, 69, 6]",29.0,1.3
25.0,"[70, 54, 42]",19.0,1.3
25.0,"[53, 51, 10]",19.0,1.3
38.0,"[37, 70]",29.0,1.3
25.0,"[51, 9, 29]",19.0,1.3
25.0,"[37, 54, 29]",19.0,1.3
25.0,"[43, 13, 8]",19.0,1.3
25.0,"[13, 14, 25]",19.0,1.3
25.0,"[51, 16, 28]",19.0,1.3
25.0,"[37, 48, 29]",19.0,1.3
25.0,"[13, 50, 29]",19.0,1.3
38.0,"[51, 37, 70]",29.0,1.3
25.0,"[37, 32]",19.0,1.3
25.0,"[48, 33, 70]",19.0,1.3
25.0,"[14, 37, 48]",19.0,1.3
25.0,"[53, 54, 18]",19.0,1.3
38.0,"[13, 69, 34]",29.0,1.3
25.0,"[13, 28, 60]",19.0,1.3
25.0,"[54, 6, 48]",19.0,1.3
25.0,"[42, 49, 48]",19.0,1.3
25.0,"[25, 70, 60]",19.0,1.3
25.0,"[51, 37, 32]",19.0,1.3
25.0,"[13, 50, 48]",19.0,1.3
38.0,"[18, 0, 28]",29.0,1.3
38.0,"[12, 29, 56]",29.0,1.3
25.0,"[53, 25, 60]",19.0,1.3
25.0,"[54, 32, 27]",19.0,1.3
25.0,"[33, 48, 4]",19.0,1.3
25.0,"[12, 16, 20]",19.0,1.3
25.0,"[13, 16, 56]",19.0,1.3
38.0,"[42, 14, 69]",29.0,1.3
25.0,"[16, 18, 33]",19.0,1.3
25.0,"[29, 0, 35]",19.0,1.3
25.0,"[54, 10]",19.0,1.3
25.0,"[33, 70, 10]",19.0,1.3
25.0,"[34, 50, 29]",19.0,1.3
25.0,"[53, 54, 4]",19.0,1.3
25.0,"[42, 56, 4]",19.0,1.3
25.0,"[42, 51, 9]",19.0,1.3
25.0,"[20, 32, 8]",19.0,1.3
38.0,"[69, 42, 37]",29.0,1.3
25.0,"[16, 48, 48]",19.0,1.3
25.0,"[10, 69, 56]",19.0,1.3
25.0,"[48, 17, 4]",19.0,1.3
38.0,"[8, 27, 28]",29.0,1.3
25.0,"[42, 13, 68]",19.0,1.3
25.0,"[13, 54, 42]",19.0,1.3
25.0,"[14, 48, 28]",19.0,1.3
25.0,"[16, 18, 10]",19.0,1.3
25.0,"[13, 16, 68]",19.0,1.3
25.0,"[34, 69, 18]",19.0,1.3
25.0,"[70, 37, 32]",19.0,1.3
25.0,"[53, 50, 48]",19.0,1.3
25.0,"[69, 43, 58]",19.0,1.3
25.0,"[48, 28, 25]",19.0,1.3
38.0,"[12, 53, 33]",29.0,1.3
38.0,"[42, 70, 37]",29.0,1.3
25.0,"[69, 33, 12]",19.0,1.3
25.0,"[51, 14, 37]",19.0,1.3
25.0,"[48, 27, 6]",19.0,1.3
25.0,"[70, 37, 4]",19.0,1.3
25.0,"[13, 54, 4]",19.0,1.3
25.0,"[53, 58, 6]",19.0,1.3
38.0,"[70, 37, 70]",29.0,1.3
38.0,"[69, 28, 6]",29.0,1.3
25.0,"[53, 28, 60]",19.0,1.3
25.0,"[51, 13, 12]",19.0,1.3
38.0,"[42, 34, 6]",29.0,1.3
25.0,"[70, 14, 69]",19.0,1.3
38.0,"[18, 8, 56]",29.0,1.3
25.0,"[16, 0, 33]",19.0,1.3
38.0,"[69, 37, 70]",29.0,1.3
25.0,"[43, 58, 70]",19.0,1.3
38.0,"[42, 28, 6]",29.0,1.3
25.0,"[20, 8, 29]",19.0,1.3
25.0,"[34, 25, 60]",19.0,1.3
25.0,"[42, 37, 4]",19.0,1.3
38.0,"[51, 18, 56]",29.0,1.3
25.0,"[54, 27, 6]",19.0,1.3
25.0,"[8, 58, 49]",19.0,1.3
25.0,"[70, 25, 58]",19.0,1.3
25.0,"[42, 25, 58]",19.0,1.3
25.0,"[53, 20, 8]",19.0,1.3
38.0,"[18, 10, 48]",29.0,1.3
25.0,"[12, 13, 14]",19.0,1.3
25.0,"[16, 34, 37]",19.0,1.3
25.0,"[20, 70, 34]",19.0,1.3
25.0,"[53, 17, 7]",19.0,1.3
38.0,"[13, 34, 6]",29.0,1.3
25.0,"[25, 58, 70]",19.0,1.3
25.0,"[53, 51, 18]",19.0,1.3
25.0,"[51, 54, 56]",19.0,1.3
25.0,"[69, 37, 4]",19.0,1.3
25.0,"[13, 25, 60]",19.0,1.3
25.0,"[13, 48, 8]",19.0,1.3
38.0,"[13, 42]",29.0,1.3
25.0,"[43, 58]",19.0,1.3
25.0,"[51, 54, 42]",19.0,1.3
25.0,"[16, 32, 56]",19.0,1.3
25.0,"[51, 37, 4]",19.0,1.3
38.0,"[42, 29, 56]",29.0,1.3
38.0,"[69, 13, 42]",29.0,1.3
25.0,"[43, 6, 28]",19.0,1.3
25.0,"[13, 4, 6]",19.0,1.3
25.0,"[69, 25, 58]",19.0,1.3
38.0,"[18, 8, 10]",29.0,1.3
25.0,"[69, 54, 10]",19.0,1.3
25.0,"[10, 56, 4]",19.0,1.3
25.0,"[51, 51, 20]",19.0,1.3
25.0,"[60, 29, 70]",19.0,1.3
38.0,"[42, 37, 70]",29.0,1.3
25.0,"[13, 49, 48]",19.0,1.3
25.0,"[51, 51, 42]",19.0,1.3
25.0,"[43, 53, 53]",19.0,1.3
25.0,"[56, 58, 49]",19.0,1.3
25.0,"[69, 37, 32]",19.0,1.3
25.0,"[25, 58]",19.0,1.3
25.0,"[28, 42, 70]",19.0,1.3
25.0,"[12, 68, 70]",19.0,1.3
25.0,"[53, 25, 34]",19.0,1.3
38.0,"[42, 37]",29.0,1.3
25.0,"[16, 10, 48]",19.0,1.3
25.0,"[37, 4]",19.0,1.3
47.0,"[69, 53, 70]",36.0,1.2972972972972974
47.0,"[13, 0]",36.0,1.2972972972972974
47.0,"[70, 70, 28]",36.0,1.2972972972972974
47.0,"[53, 70]",36.0,1.2972972972972974
47.0,"[69, 69, 28]",36.0,1.2972972972972974
47.0,"[42, 28, 70]",36.0,1.2972972972972974
47.0,"[42, 13]",36.0,1.2972972972972974
47.0,"[69, 42, 13]",36.0,1.2972972972972974
47.0,"[69, 13, 0]",36.0,1.2972972972972974
34.0,"[69, 14, 56]",26.0,1.2962962962962963
34.0,[16],26.0,1.2962962962962963
34.0,"[53, 29, 56]",26.0,1.2962962962962963
34.0,"[13, 4, 70]",26.0,1.2962962962962963
34.0,"[51, 53, 33]",26.0,1.2962962962962963
34.0,"[33, 28, 37]",26.0,1.2962962962962963
34.0,"[34, 28, 37]",26.0,1.2962962962962963
34.0,"[70, 70, 56]",26.0,1.2962962962962963
34.0,"[34, 48, 6]",26.0,1.2962962962962963
34.0,"[28, 70, 37]",26.0,1.2962962962962963
34.0,"[14, 69, 28]",26.0,1.2962962962962963
34.0,"[33, 25, 28]",26.0,1.2962962962962963
34.0,"[53, 17, 56]",26.0,1.2962962962962963
34.0,"[42, 48, 25]",26.0,1.2962962962962963
34.0,"[69, 16]",26.0,1.2962962962962963
34.0,"[10, 6, 70]",26.0,1.2962962962962963
34.0,"[10, 35, 48]",26.0,1.2962962962962963
34.0,"[14, 56]",26.0,1.2962962962962963
34.0,"[13, 8, 34]",26.0,1.2962962962962963
34.0,"[13, 69, 37]",26.0,1.2962962962962963
34.0,"[12, 13, 58]",26.0,1.2962962962962963
34.0,"[54, 6, 70]",26.0,1.2962962962962963
34.0,"[12, 56, 34]",26.0,1.2962962962962963
34.0,"[13, 56, 25]",26.0,1.2962962962962963
34.0,"[13, 27, 56]",26.0,1.2962962962962963
21.0,"[14, 33, 4]",16.0,1.2941176470588236
21.0,"[18, 18, 29]",16.0,1.2941176470588236
21.0,"[50, 4]",16.0,1.2941176470588236
21.0,"[11, 70, 48]",16.0,1.2941176470588236
21.0,"[28, 10, 25]",16.0,1.2941176470588236
21.0,"[53, 29, 53]",16.0,1.2941176470588236
21.0,"[17, 0, 60]",16.0,1.2941176470588236
